dataset,sigma,seed,layer,dfe,performance,label
pima,1.0,13.0,1.0,0.3270103335380554,0.6038961038961039,marginal
pima,1.0,13.0,1.0,0.39551740884780884,0.6038961038961039,conditional
pima,1.0,13.0,1.0,0.09011576942054242,0.6038961038961039,accumulated
pima,1.0,14.0,3.0,0.17056244611740112,0.7402597402597403,marginal
pima,1.0,14.0,3.0,0.16632786393165588,0.7402597402597403,conditional
pima,1.0,14.0,3.0,0.04761177398518718,0.7402597402597403,accumulated
pima,1.0,14.0,2.0,0.16936132311820984,0.7012987012987013,marginal
pima,1.0,14.0,2.0,0.1823297142982483,0.7012987012987013,conditional
pima,1.0,14.0,2.0,0.2200941682590079,0.7012987012987013,accumulated
pima,1.0,14.0,1.0,0.3771911561489105,0.33766233766233766,marginal
pima,1.0,14.0,1.0,0.42098498344421387,0.33766233766233766,conditional
pima,1.0,14.0,1.0,0.20838247927327888,0.33766233766233766,accumulated
pima,1.0,15.0,3.0,0.4482726454734802,0.487012987012987,marginal
pima,1.0,15.0,3.0,0.40772855281829834,0.487012987012987,conditional
pima,1.0,15.0,3.0,0.16690885413388157,0.487012987012987,accumulated
pima,1.0,15.0,2.0,0.34652525186538696,0.3116883116883117,marginal
pima,1.0,15.0,2.0,0.43241482973098755,0.3116883116883117,conditional
pima,1.0,15.0,2.0,0.22188431014335244,0.3116883116883117,accumulated
pima,1.0,15.0,1.0,0.325886607170105,0.6038961038961039,marginal
pima,1.0,15.0,1.0,0.39534181356430054,0.6038961038961039,conditional
pima,1.0,15.0,1.0,0.09011576942054242,0.6038961038961039,accumulated
pima,1.0,16.0,3.0,0.22005337476730347,0.7402597402597403,marginal
pima,1.0,16.0,3.0,0.21122927963733673,0.7402597402597403,conditional
pima,1.0,16.0,3.0,0.054625292713531955,0.7402597402597403,accumulated
pima,1.0,16.0,2.0,0.2991220951080322,0.551948051948052,marginal
pima,1.0,16.0,2.0,0.29008522629737854,0.551948051948052,conditional
pima,1.0,16.0,2.0,0.30683065362166745,0.551948051948052,accumulated
pima,1.0,16.0,1.0,0.3024051785469055,0.5584415584415584,marginal
pima,1.0,16.0,1.0,0.39782989025115967,0.5584415584415584,conditional
pima,1.0,16.0,1.0,0.2281701225231091,0.5584415584415584,accumulated
pima,1.0,17.0,3.0,0.09081795811653137,0.7662337662337663,marginal
pima,1.0,17.0,3.0,0.08473348617553711,0.7662337662337663,conditional
pima,1.0,17.0,3.0,0.037788682717686914,0.7662337662337663,accumulated
pima,1.0,17.0,2.0,0.3270103335380554,0.6038961038961039,marginal
pima,1.0,17.0,2.0,0.39551740884780884,0.6038961038961039,conditional
pima,1.0,17.0,2.0,0.09011576942054242,0.6038961038961039,accumulated
pima,1.0,17.0,1.0,0.3270103335380554,0.6038961038961039,marginal
pima,1.0,17.0,1.0,0.39551740884780884,0.6038961038961039,conditional
pima,1.0,17.0,1.0,0.09011576942054242,0.6038961038961039,accumulated
pima,1.0,18.0,3.0,0.2845282256603241,0.6038961038961039,marginal
pima,1.0,18.0,3.0,0.3425908088684082,0.6038961038961039,conditional
pima,1.0,18.0,3.0,0.07470890159542261,0.6038961038961039,accumulated
pima,1.0,18.0,2.0,0.3270103335380554,0.6038961038961039,marginal
pima,1.0,18.0,2.0,0.39551740884780884,0.6038961038961039,conditional
pima,1.0,18.0,2.0,0.09011576942054378,0.6038961038961039,accumulated
pima,1.0,18.0,1.0,0.29843753576278687,0.5909090909090909,marginal
pima,1.0,18.0,1.0,0.3805007338523865,0.5909090909090909,conditional
pima,1.0,18.0,1.0,0.0851732024524487,0.5909090909090909,accumulated
pima,1.0,19.0,3.0,0.03718696907162666,0.7727272727272727,marginal
pima,1.0,19.0,3.0,0.03186585009098053,0.7727272727272727,conditional
pima,1.0,19.0,3.0,0.02830321384132977,0.7727272727272727,accumulated
pima,1.0,19.0,2.0,0.3254438042640686,0.6038961038961039,marginal
pima,1.0,19.0,2.0,0.39467740058898926,0.6038961038961039,conditional
pima,1.0,19.0,2.0,0.09007354039817035,0.6038961038961039,accumulated
pima,1.0,19.0,1.0,0.32071778178215027,0.6038961038961039,marginal
pima,1.0,19.0,1.0,0.39248156547546387,0.6038961038961039,conditional
pima,1.0,19.0,1.0,0.08994652461371325,0.6038961038961039,accumulated
heart,0.1,0.0,3.0,0.009296511299908161,0.8060109289617486,marginal
heart,0.1,0.0,3.0,0.008872627280652523,0.8060109289617486,conditional
heart,0.1,0.0,3.0,0.007648393584967809,0.8060109289617486,accumulated
heart,0.1,0.0,2.0,0.026923129335045815,0.8114754098360656,marginal
heart,0.1,0.0,2.0,0.031023452058434486,0.8114754098360656,conditional
heart,0.1,0.0,2.0,0.013764009020069377,0.8114754098360656,accumulated
heart,0.1,0.0,1.0,0.06428874284029007,0.7431693989071039,marginal
heart,0.1,0.0,1.0,0.08509868383407593,0.7431693989071039,conditional
heart,0.1,0.0,1.0,0.07819318934509563,0.7431693989071039,accumulated
heart,0.1,1.0,3.0,0.009193048812448978,0.7978142076502732,marginal
heart,0.1,1.0,3.0,0.009018370881676674,0.7978142076502732,conditional
heart,0.1,1.0,3.0,0.00690467796813778,0.7978142076502732,accumulated
heart,0.1,1.0,2.0,0.05266225337982178,0.7650273224043715,marginal
heart,0.1,1.0,2.0,0.06265751272439957,0.7650273224043715,conditional
heart,0.1,1.0,2.0,0.055703135266206155,0.7650273224043715,accumulated
heart,0.1,1.0,1.0,0.11164639890193939,0.7076502732240437,marginal
heart,0.1,1.0,1.0,0.12997476756572723,0.7076502732240437,conditional
heart,0.1,1.0,1.0,0.06900878015768076,0.7076502732240437,accumulated
heart,0.1,2.0,3.0,0.0028600601945072412,0.8019125683060109,marginal
heart,0.1,2.0,3.0,0.0027132900431752205,0.8019125683060109,conditional
heart,0.1,2.0,3.0,0.0034958774740481455,0.8019125683060109,accumulated
heart,0.1,2.0,2.0,0.032554302364587784,0.8114754098360656,marginal
heart,0.1,2.0,2.0,0.03692549839615822,0.8114754098360656,conditional
heart,0.1,2.0,2.0,0.016472866247104236,0.8114754098360656,accumulated
heart,0.1,2.0,1.0,0.07293567061424255,0.8101092896174863,marginal
heart,0.1,2.0,1.0,0.08133033663034439,0.8101092896174863,conditional
heart,0.1,2.0,1.0,0.060762934235162165,0.8101092896174863,accumulated
heart,0.1,3.0,3.0,0.000800641137175262,0.8087431693989071,marginal
heart,0.1,3.0,3.0,0.0013808351941406727,0.8087431693989071,conditional
heart,0.1,3.0,3.0,0.003118938629558885,0.8087431693989071,accumulated
heart,0.1,3.0,2.0,0.021307241171598434,0.7786885245901639,marginal
heart,0.1,3.0,2.0,0.02514243870973587,0.7786885245901639,conditional
heart,0.1,3.0,2.0,0.02555508069748822,0.7786885245901639,accumulated
heart,0.1,3.0,1.0,0.03481315076351166,0.7896174863387978,marginal
heart,0.1,3.0,1.0,0.06894561648368835,0.7896174863387978,conditional
heart,0.1,3.0,1.0,0.05654874852341544,0.7896174863387978,accumulated
heart,0.1,4.0,3.0,0.014155755750834942,0.8101092896174863,marginal
heart,0.1,4.0,3.0,0.014408500865101814,0.8101092896174863,conditional
heart,0.1,4.0,3.0,0.011300759410914093,0.8101092896174863,accumulated
heart,0.1,4.0,2.0,0.04220201447606087,0.819672131147541,marginal
heart,0.1,4.0,2.0,0.04441286623477936,0.819672131147541,conditional
heart,0.1,4.0,2.0,0.024705856490159633,0.819672131147541,accumulated
heart,0.1,4.0,1.0,0.046229079365730286,0.7800546448087432,marginal
heart,0.1,4.0,1.0,0.06789804995059967,0.7800546448087432,conditional
heart,0.1,4.0,1.0,0.05494709107031898,0.7800546448087432,accumulated
heart,0.1,5.0,3.0,0.003417594823986292,0.8101092896174863,marginal
heart,0.1,5.0,3.0,0.0032977054361253977,0.8101092896174863,conditional
heart,0.1,5.0,3.0,0.00414142401752399,0.8101092896174863,accumulated
heart,0.1,5.0,2.0,0.025689344853162766,0.8101092896174863,marginal
heart,0.1,5.0,2.0,0.02748008817434311,0.8101092896174863,conditional
heart,0.1,5.0,2.0,0.009725163943192207,0.8101092896174863,accumulated
heart,0.1,5.0,1.0,0.057225748896598816,0.7636612021857924,marginal
heart,0.1,5.0,1.0,0.09429988265037537,0.7636612021857924,conditional
heart,0.1,5.0,1.0,0.05791286973981061,0.7636612021857924,accumulated
heart,0.1,6.0,3.0,0.011682293377816677,0.7950819672131147,marginal
heart,0.1,6.0,3.0,0.01209298800677061,0.7950819672131147,conditional
heart,0.1,6.0,3.0,0.008951909102260618,0.7950819672131147,accumulated
heart,0.1,6.0,2.0,0.007000987883657217,0.7991803278688525,marginal
heart,0.1,6.0,2.0,0.012189527042210102,0.7991803278688525,conditional
heart,0.1,6.0,2.0,0.015388607896728726,0.7991803278688525,accumulated
heart,0.1,6.0,1.0,0.03304481506347656,0.7841530054644809,marginal
heart,0.1,6.0,1.0,0.04855595529079437,0.7841530054644809,conditional
heart,0.1,6.0,1.0,0.054738152977454956,0.7841530054644809,accumulated
heart,0.1,7.0,3.0,0.007151508703827858,0.7978142076502732,marginal
heart,0.1,7.0,3.0,0.006963314954191446,0.7978142076502732,conditional
heart,0.1,7.0,3.0,0.004605403586292193,0.7978142076502732,accumulated
heart,0.1,7.0,2.0,0.007039899472147226,0.8032786885245902,marginal
heart,0.1,7.0,2.0,0.008964629843831062,0.8032786885245902,conditional
heart,0.1,7.0,2.0,0.00945525245881092,0.8032786885245902,accumulated
heart,0.1,7.0,1.0,0.0707850232720375,0.7937158469945356,marginal
heart,0.1,7.0,1.0,0.09586770087480545,0.7937158469945356,conditional
heart,0.1,7.0,1.0,0.09983513521943471,0.7937158469945356,accumulated
heart,0.1,8.0,3.0,0.0117923803627491,0.8060109289617486,marginal
heart,0.1,8.0,3.0,0.01116949412971735,0.8060109289617486,conditional
heart,0.1,8.0,3.0,0.009780886806860104,0.8060109289617486,accumulated
heart,0.1,8.0,2.0,0.06807473301887512,0.8224043715846995,marginal
heart,0.1,8.0,2.0,0.0711536556482315,0.8224043715846995,conditional
heart,0.1,8.0,2.0,0.035065470026444806,0.8224043715846995,accumulated
heart,0.1,8.0,1.0,0.12643474340438843,0.8319672131147541,marginal
heart,0.1,8.0,1.0,0.12939637899398804,0.8319672131147541,conditional
heart,0.1,8.0,1.0,0.08008154701442839,0.8319672131147541,accumulated
heart,0.1,9.0,3.0,0.0028969619888812304,0.8019125683060109,marginal
heart,0.1,9.0,3.0,0.0031362830195575953,0.8019125683060109,conditional
heart,0.1,9.0,3.0,0.003389813424443609,0.8019125683060109,accumulated
heart,0.1,9.0,2.0,0.02589542418718338,0.8114754098360656,marginal
heart,0.1,9.0,2.0,0.027070624753832817,0.8114754098360656,conditional
heart,0.1,9.0,2.0,0.015873779689244673,0.8114754098360656,accumulated
heart,0.1,9.0,1.0,0.14735043048858643,0.8497267759562842,marginal
heart,0.1,9.0,1.0,0.1558597981929779,0.8497267759562842,conditional
heart,0.1,9.0,1.0,0.05314907507200071,0.8497267759562842,accumulated
heart,0.1,10.0,3.0,0.0017784503288567066,0.8046448087431693,marginal
heart,0.1,10.0,3.0,0.0025161521043628454,0.8046448087431693,conditional
heart,0.1,10.0,3.0,0.0023290002487629724,0.8046448087431693,accumulated
heart,0.1,10.0,2.0,0.012959558516740799,0.8019125683060109,marginal
heart,0.1,10.0,2.0,0.016881771385669708,0.8019125683060109,conditional
heart,0.1,10.0,2.0,0.01748856760225244,0.8019125683060109,accumulated
heart,0.1,10.0,1.0,0.09145623445510864,0.7336065573770492,marginal
heart,0.1,10.0,1.0,0.12573008239269257,0.7336065573770492,conditional
heart,0.1,10.0,1.0,0.0813933041216444,0.7336065573770492,accumulated
heart,0.1,11.0,3.0,0.008422036655247211,0.8073770491803278,marginal
heart,0.1,11.0,3.0,0.009439135901629925,0.8073770491803278,conditional
heart,0.1,11.0,3.0,0.007789771473260136,0.8073770491803278,accumulated
heart,0.1,11.0,2.0,0.005952810402959585,0.8032786885245902,marginal
heart,0.1,11.0,2.0,0.010546669363975525,0.8032786885245902,conditional
heart,0.1,11.0,2.0,0.009808838696754595,0.8032786885245902,accumulated
heart,0.1,11.0,1.0,0.04202033579349518,0.8005464480874317,marginal
heart,0.1,11.0,1.0,0.05812633037567139,0.8005464480874317,conditional
heart,0.1,11.0,1.0,0.04425735846691581,0.8005464480874317,accumulated
heart,0.1,12.0,3.0,0.006747846025973558,0.7991803278688525,marginal
heart,0.1,12.0,3.0,0.006542065646499395,0.7991803278688525,conditional
heart,0.1,12.0,3.0,0.005824578503815844,0.7991803278688525,accumulated
heart,0.1,12.0,2.0,0.02311915159225464,0.7855191256830601,marginal
heart,0.1,12.0,2.0,0.02695411816239357,0.7855191256830601,conditional
heart,0.1,12.0,2.0,0.022060517571579872,0.7855191256830601,accumulated
heart,0.1,12.0,1.0,0.037423163652420044,0.7896174863387978,marginal
heart,0.1,12.0,1.0,0.06868701428174973,0.7896174863387978,conditional
heart,0.1,12.0,1.0,0.053256161833923336,0.7896174863387978,accumulated
heart,0.1,13.0,3.0,0.01210330706089735,0.8060109289617486,marginal
heart,0.1,13.0,3.0,0.011898361146450043,0.8060109289617486,conditional
heart,0.1,13.0,3.0,0.009243909038830272,0.8060109289617486,accumulated
heart,0.1,13.0,2.0,0.0434599444270134,0.8142076502732241,marginal
heart,0.1,13.0,2.0,0.040955815464258194,0.8142076502732241,conditional
heart,0.1,13.0,2.0,0.029086825859429868,0.8142076502732241,accumulated
heart,0.1,13.0,1.0,0.05569129437208176,0.8087431693989071,marginal
heart,0.1,13.0,1.0,0.06901639699935913,0.8087431693989071,conditional
heart,0.1,13.0,1.0,0.055717567775970034,0.8087431693989071,accumulated
heart,0.1,14.0,3.0,0.018177323043346405,0.7923497267759563,marginal
heart,0.1,14.0,3.0,0.019352011382579803,0.7923497267759563,conditional
heart,0.1,14.0,3.0,0.013228757383745866,0.7923497267759563,accumulated
heart,0.1,14.0,2.0,0.02297118864953518,0.7786885245901639,marginal
heart,0.1,14.0,2.0,0.02501300722360611,0.7786885245901639,conditional
heart,0.1,14.0,2.0,0.02167761965386175,0.7786885245901639,accumulated
heart,0.1,14.0,1.0,0.04268288239836693,0.7950819672131147,marginal
heart,0.1,14.0,1.0,0.052535224705934525,0.7950819672131147,conditional
heart,0.1,14.0,1.0,0.03655688422814274,0.7950819672131147,accumulated
heart,0.1,15.0,3.0,0.014804493635892868,0.7923497267759563,marginal
heart,0.1,15.0,3.0,0.015274922363460064,0.7923497267759563,conditional
heart,0.1,15.0,3.0,0.01043721117715566,0.7923497267759563,accumulated
heart,0.1,15.0,2.0,0.00812526699155569,0.8073770491803278,marginal
heart,0.1,15.0,2.0,0.012987266294658184,0.8073770491803278,conditional
heart,0.1,15.0,2.0,0.01842025415769268,0.8073770491803278,accumulated
heart,0.1,15.0,1.0,0.03578784316778183,0.7868852459016393,marginal
heart,0.1,15.0,1.0,0.06393775343894958,0.7868852459016393,conditional
heart,0.1,15.0,1.0,0.04758852710618392,0.7868852459016393,accumulated
heart,0.1,16.0,3.0,0.005912437103688717,0.7978142076502732,marginal
heart,0.1,16.0,3.0,0.006514561828225851,0.7978142076502732,conditional
heart,0.1,16.0,3.0,0.003648384001880252,0.7978142076502732,accumulated
heart,0.1,16.0,2.0,0.021999098360538483,0.8155737704918032,marginal
heart,0.1,16.0,2.0,0.023440919816493988,0.8155737704918032,conditional
heart,0.1,16.0,2.0,0.016826682061105866,0.8155737704918032,accumulated
heart,0.1,16.0,1.0,0.0708647072315216,0.7281420765027322,marginal
heart,0.1,16.0,1.0,0.09914377331733704,0.7281420765027322,conditional
heart,0.1,16.0,1.0,0.05373690250420664,0.7281420765027322,accumulated
heart,0.1,17.0,3.0,0.007229786831885576,0.8046448087431693,marginal
heart,0.1,17.0,3.0,0.007320871111005545,0.8046448087431693,conditional
heart,0.1,17.0,3.0,0.006055945736984844,0.8046448087431693,accumulated
heart,0.1,17.0,2.0,0.01052226684987545,0.8046448087431693,marginal
heart,0.1,17.0,2.0,0.012715393677353859,0.8046448087431693,conditional
heart,0.1,17.0,2.0,0.012603487264958071,0.8046448087431693,accumulated
heart,0.1,17.0,1.0,0.09253866970539093,0.8087431693989071,marginal
heart,0.1,17.0,1.0,0.09978722035884857,0.8087431693989071,conditional
heart,0.1,17.0,1.0,0.12000717378149564,0.8087431693989071,accumulated
heart,0.1,18.0,3.0,0.0009444509050808847,0.8046448087431693,marginal
heart,0.1,18.0,3.0,0.0011683308985084295,0.8046448087431693,conditional
heart,0.1,18.0,3.0,0.001829918200162565,0.8046448087431693,accumulated
heart,0.1,18.0,2.0,0.022487450391054153,0.8128415300546448,marginal
heart,0.1,18.0,2.0,0.025116130709648132,0.8128415300546448,conditional
heart,0.1,18.0,2.0,0.012326484307219115,0.8128415300546448,accumulated
heart,0.1,18.0,1.0,0.03605993464589119,0.7609289617486339,marginal
heart,0.1,18.0,1.0,0.08162546157836914,0.7609289617486339,conditional
heart,0.1,18.0,1.0,0.042423876560267755,0.7609289617486339,accumulated
heart,0.1,19.0,3.0,0.012199673801660538,0.8073770491803278,marginal
heart,0.1,19.0,3.0,0.012663722038269043,0.8073770491803278,conditional
heart,0.1,19.0,3.0,0.009042971062009714,0.8073770491803278,accumulated
heart,0.1,19.0,2.0,0.062287867069244385,0.8278688524590164,marginal
heart,0.1,19.0,2.0,0.07066184282302856,0.8278688524590164,conditional
heart,0.1,19.0,2.0,0.032475546154675836,0.8278688524590164,accumulated
heart,0.1,19.0,1.0,0.04451474919915199,0.7896174863387978,marginal
heart,0.1,19.0,1.0,0.07127054780721664,0.7896174863387978,conditional
heart,0.1,19.0,1.0,0.05793070189362838,0.7896174863387978,accumulated
heart,0.25,0.0,3.0,0.023185139521956444,0.8128415300546448,marginal
heart,0.25,0.0,3.0,0.02189166657626629,0.8128415300546448,conditional
heart,0.25,0.0,3.0,0.018977331214634116,0.8128415300546448,accumulated
heart,0.25,0.0,2.0,0.09845659881830215,0.842896174863388,marginal
heart,0.25,0.0,2.0,0.11567281186580658,0.842896174863388,conditional
heart,0.25,0.0,2.0,0.05650981648938792,0.842896174863388,accumulated
heart,0.25,0.0,1.0,0.09206348657608032,0.6871584699453552,marginal
heart,0.25,0.0,1.0,0.19331105053424835,0.6871584699453552,conditional
heart,0.25,0.0,1.0,0.06999043419371237,0.6871584699453552,accumulated
heart,0.25,1.0,3.0,0.023246221244335175,0.7827868852459017,marginal
heart,0.25,1.0,3.0,0.023993734270334244,0.7827868852459017,conditional
heart,0.25,1.0,3.0,0.019787268610720134,0.7827868852459017,accumulated
heart,0.25,1.0,2.0,0.09111187607049942,0.7349726775956285,marginal
heart,0.25,1.0,2.0,0.10352309048175812,0.7349726775956285,conditional
heart,0.25,1.0,2.0,0.08110237979500279,0.7349726775956285,accumulated
heart,0.25,1.0,1.0,0.23784834146499634,0.6065573770491803,marginal
heart,0.25,1.0,1.0,0.2859612703323364,0.6065573770491803,conditional
heart,0.25,1.0,1.0,0.08582452722065342,0.6065573770491803,accumulated
heart,0.25,2.0,3.0,0.007336562033742666,0.8005464480874317,marginal
heart,0.25,2.0,3.0,0.00700346939265728,0.8005464480874317,conditional
heart,0.25,2.0,3.0,0.010150134794989753,0.8005464480874317,accumulated
heart,0.25,2.0,2.0,0.09364859759807587,0.8292349726775956,marginal
heart,0.25,2.0,2.0,0.10552361607551575,0.8292349726775956,conditional
heart,0.25,2.0,2.0,0.04514530861931868,0.8292349726775956,accumulated
heart,0.25,2.0,1.0,0.19051212072372437,0.842896174863388,marginal
heart,0.25,2.0,1.0,0.2251967340707779,0.842896174863388,conditional
heart,0.25,2.0,1.0,0.1357365286695318,0.842896174863388,accumulated
heart,0.25,3.0,3.0,0.0020387338008731604,0.8087431693989071,marginal
heart,0.25,3.0,3.0,0.0035278615541756153,0.8087431693989071,conditional
heart,0.25,3.0,3.0,0.007760504791557599,0.8087431693989071,accumulated
heart,0.25,3.0,2.0,0.028477702289819717,0.7718579234972678,marginal
heart,0.25,3.0,2.0,0.04672044515609741,0.7718579234972678,conditional
heart,0.25,3.0,2.0,0.039026003765319506,0.7718579234972678,accumulated
heart,0.25,3.0,1.0,0.093170665204525,0.819672131147541,marginal
heart,0.25,3.0,1.0,0.1451156586408615,0.819672131147541,conditional
heart,0.25,3.0,1.0,0.1421607216944923,0.819672131147541,accumulated
heart,0.25,4.0,3.0,0.033721406012773514,0.8155737704918032,marginal
heart,0.25,4.0,3.0,0.03415953740477562,0.8155737704918032,conditional
heart,0.25,4.0,3.0,0.02525674631336388,0.8155737704918032,accumulated
heart,0.25,4.0,2.0,0.13700474798679352,0.8442622950819673,marginal
heart,0.25,4.0,2.0,0.15237881243228912,0.8442622950819673,conditional
heart,0.25,4.0,2.0,0.05943267316633533,0.8442622950819673,accumulated
heart,0.25,4.0,1.0,0.06788623332977295,0.7745901639344263,marginal
heart,0.25,4.0,1.0,0.10290064662694931,0.7745901639344263,conditional
heart,0.25,4.0,1.0,0.09891293786022907,0.7745901639344263,accumulated
heart,0.25,5.0,3.0,0.008653402328491211,0.8087431693989071,marginal
heart,0.25,5.0,3.0,0.008316811174154282,0.8087431693989071,conditional
heart,0.25,5.0,3.0,0.010042755052132183,0.8087431693989071,accumulated
heart,0.25,5.0,2.0,0.08268802613019943,0.8306010928961749,marginal
heart,0.25,5.0,2.0,0.08866959065198898,0.8306010928961749,conditional
heart,0.25,5.0,2.0,0.03859341284682882,0.8306010928961749,accumulated
heart,0.25,5.0,1.0,0.10023917257785797,0.8278688524590164,marginal
heart,0.25,5.0,1.0,0.1345190703868866,0.8278688524590164,conditional
heart,0.25,5.0,1.0,0.06396124785217863,0.8278688524590164,accumulated
heart,0.25,6.0,3.0,0.030063625425100327,0.7773224043715847,marginal
heart,0.25,6.0,3.0,0.03208267316222191,0.7773224043715847,conditional
heart,0.25,6.0,3.0,0.02334806211156981,0.7773224043715847,accumulated
heart,0.25,6.0,2.0,0.0322030633687973,0.7950819672131147,marginal
heart,0.25,6.0,2.0,0.03993944823741913,0.7950819672131147,conditional
heart,0.25,6.0,2.0,0.02785632983514468,0.7950819672131147,accumulated
heart,0.25,6.0,1.0,0.12988241016864777,0.8087431693989071,marginal
heart,0.25,6.0,1.0,0.15718872845172882,0.8087431693989071,conditional
heart,0.25,6.0,1.0,0.06635813163575445,0.8087431693989071,accumulated
heart,0.25,7.0,3.0,0.01779530569911003,0.7882513661202186,marginal
heart,0.25,7.0,3.0,0.01755114644765854,0.7882513661202186,conditional
heart,0.25,7.0,3.0,0.012041525225686252,0.7882513661202186,accumulated
heart,0.25,7.0,2.0,0.02991073951125145,0.8114754098360656,marginal
heart,0.25,7.0,2.0,0.03847072646021843,0.8114754098360656,conditional
heart,0.25,7.0,2.0,0.030779582525483677,0.8114754098360656,accumulated
heart,0.25,7.0,1.0,0.09538950026035309,0.8046448087431693,marginal
heart,0.25,7.0,1.0,0.1754925549030304,0.8046448087431693,conditional
heart,0.25,7.0,1.0,0.07383546611939101,0.8046448087431693,accumulated
heart,0.25,8.0,3.0,0.029705200344324112,0.8128415300546448,marginal
heart,0.25,8.0,3.0,0.028202911838889122,0.8128415300546448,conditional
heart,0.25,8.0,3.0,0.023822761767852862,0.8128415300546448,accumulated
heart,0.25,8.0,2.0,0.16936951875686646,0.8442622950819673,marginal
heart,0.25,8.0,2.0,0.1804591566324234,0.8442622950819673,conditional
heart,0.25,8.0,2.0,0.08982147721320159,0.8442622950819673,accumulated
heart,0.25,8.0,1.0,0.19767935574054718,0.842896174863388,marginal
heart,0.25,8.0,1.0,0.23698721826076508,0.842896174863388,conditional
heart,0.25,8.0,1.0,0.08513607945224971,0.842896174863388,accumulated
heart,0.25,9.0,3.0,0.007054617162793875,0.8005464480874317,marginal
heart,0.25,9.0,3.0,0.0077280220575630665,0.8005464480874317,conditional
heart,0.25,9.0,3.0,0.008264329878619695,0.8005464480874317,accumulated
heart,0.25,9.0,2.0,0.1046546995639801,0.8360655737704918,marginal
heart,0.25,9.0,2.0,0.12116905301809311,0.8360655737704918,conditional
heart,0.25,9.0,2.0,0.04932404771935558,0.8360655737704918,accumulated
heart,0.25,9.0,1.0,0.19800537824630737,0.842896174863388,marginal
heart,0.25,9.0,1.0,0.23788049817085266,0.842896174863388,conditional
heart,0.25,9.0,1.0,0.08937936076237807,0.842896174863388,accumulated
heart,0.25,10.0,3.0,0.004584764130413532,0.7978142076502732,marginal
heart,0.25,10.0,3.0,0.006765453610569239,0.7978142076502732,conditional
heart,0.25,10.0,3.0,0.006373070285433869,0.7978142076502732,accumulated
heart,0.25,10.0,2.0,0.04896299168467522,0.8046448087431693,marginal
heart,0.25,10.0,2.0,0.06239749491214752,0.8046448087431693,conditional
heart,0.25,10.0,2.0,0.04222843406000631,0.8046448087431693,accumulated
heart,0.25,10.0,1.0,0.060382112860679626,0.7622950819672131,marginal
heart,0.25,10.0,1.0,0.11312296986579895,0.7622950819672131,conditional
heart,0.25,10.0,1.0,0.11848655135274752,0.7622950819672131,accumulated
heart,0.25,11.0,3.0,0.01994151622056961,0.8087431693989071,marginal
heart,0.25,11.0,3.0,0.022143010050058365,0.8087431693989071,conditional
heart,0.25,11.0,3.0,0.019433959869506568,0.8087431693989071,accumulated
heart,0.25,11.0,2.0,0.03491721302270889,0.7991803278688525,marginal
heart,0.25,11.0,2.0,0.044220779091119766,0.7991803278688525,conditional
heart,0.25,11.0,2.0,0.029442161574726955,0.7991803278688525,accumulated
heart,0.25,11.0,1.0,0.14647246897220612,0.8278688524590164,marginal
heart,0.25,11.0,1.0,0.14715507626533508,0.8278688524590164,conditional
heart,0.25,11.0,1.0,0.0871895501630256,0.8278688524590164,accumulated
heart,0.25,12.0,3.0,0.0169473085552454,0.7950819672131147,marginal
heart,0.25,12.0,3.0,0.016934029757976532,0.7950819672131147,conditional
heart,0.25,12.0,3.0,0.014774209264816072,0.7950819672131147,accumulated
heart,0.25,12.0,2.0,0.021844379603862762,0.7827868852459017,marginal
heart,0.25,12.0,2.0,0.03672913461923599,0.7827868852459017,conditional
heart,0.25,12.0,2.0,0.020845441521786807,0.7827868852459017,accumulated
heart,0.25,12.0,1.0,0.08483540266752243,0.7527322404371585,marginal
heart,0.25,12.0,1.0,0.1430550515651703,0.7527322404371585,conditional
heart,0.25,12.0,1.0,0.13627912469921943,0.7527322404371585,accumulated
heart,0.25,13.0,3.0,0.028600476682186127,0.8169398907103825,marginal
heart,0.25,13.0,3.0,0.027825232595205307,0.8169398907103825,conditional
heart,0.25,13.0,3.0,0.020623797056887647,0.8169398907103825,accumulated
heart,0.25,13.0,2.0,0.12808683514595032,0.8401639344262295,marginal
heart,0.25,13.0,2.0,0.1331525444984436,0.8401639344262295,conditional
heart,0.25,13.0,2.0,0.06545215987106213,0.8401639344262295,accumulated
heart,0.25,13.0,1.0,0.1679045408964157,0.8387978142076503,marginal
heart,0.25,13.0,1.0,0.1880682110786438,0.8387978142076503,conditional
heart,0.25,13.0,1.0,0.08357797192646234,0.8387978142076503,accumulated
heart,0.25,14.0,3.0,0.04593459144234657,0.7622950819672131,marginal
heart,0.25,14.0,3.0,0.05239272862672806,0.7622950819672131,conditional
heart,0.25,14.0,3.0,0.03453635209125744,0.7622950819672131,accumulated
heart,0.25,14.0,2.0,0.038090016692876816,0.7595628415300546,marginal
heart,0.25,14.0,2.0,0.052650753408670425,0.7595628415300546,conditional
heart,0.25,14.0,2.0,0.04331536686782424,0.7595628415300546,accumulated
heart,0.25,14.0,1.0,0.1408027708530426,0.8346994535519126,marginal
heart,0.25,14.0,1.0,0.16207964718341827,0.8346994535519126,conditional
heart,0.25,14.0,1.0,0.0704914048352037,0.8346994535519126,accumulated
heart,0.25,15.0,3.0,0.036988478153944016,0.76775956284153,marginal
heart,0.25,15.0,3.0,0.03883789852261543,0.76775956284153,conditional
