dataset,seed,layer,dfe,label
heart,1.0,3.0,0.012686075642704964,marginal
heart,1.0,3.0,0.01861017942428589,conditional
heart,1.0,3.0,0.012261139524533771,accumulated
heart,1.0,2.0,0.19317147135734558,marginal
heart,1.0,2.0,0.2306254506111145,conditional
heart,1.0,2.0,0.10253186317839502,accumulated
heart,1.0,1.0,0.19843919575214386,marginal
heart,1.0,1.0,0.2380167692899704,conditional
heart,1.0,1.0,0.09021409173058789,accumulated
heart,2.0,3.0,0.0627841129899025,marginal
heart,2.0,3.0,0.06540004163980484,conditional
heart,2.0,3.0,0.04043397535512047,accumulated
heart,2.0,2.0,0.1708642542362213,marginal
heart,2.0,2.0,0.19466321170330048,conditional
heart,2.0,2.0,0.07614204216505277,accumulated
heart,2.0,1.0,0.19771915674209595,marginal
heart,2.0,1.0,0.23767471313476562,conditional
heart,2.0,1.0,0.09021409175942079,accumulated
heart,3.0,3.0,0.007679226342588663,marginal
heart,3.0,3.0,0.011655771173536777,conditional
heart,3.0,3.0,0.02194505257020637,accumulated
heart,3.0,2.0,0.19245614111423492,marginal
heart,3.0,2.0,0.21836654841899872,conditional
heart,3.0,2.0,0.11209965378713188,accumulated
heart,3.0,1.0,0.06580182909965515,marginal
heart,3.0,1.0,0.12107496708631516,conditional
heart,3.0,1.0,0.09849501966954641,accumulated
heart,4.0,3.0,0.01531227957457304,marginal
heart,4.0,3.0,0.01775234378874302,conditional
heart,4.0,3.0,0.010273727407368578,accumulated
heart,4.0,2.0,0.19591373205184937,marginal
heart,4.0,2.0,0.23363259434700012,conditional
heart,4.0,2.0,0.08739180881299885,accumulated
heart,4.0,1.0,0.19838979840278625,marginal
heart,4.0,1.0,0.2380167692899704,conditional
heart,4.0,1.0,0.09021409175940273,accumulated
heart,5.0,3.0,0.006726736202836037,marginal
heart,5.0,3.0,0.010817183181643486,conditional
heart,5.0,3.0,0.013485530858994288,accumulated
heart,5.0,2.0,0.1969831883907318,marginal
heart,5.0,2.0,0.237502783536911,conditional
heart,5.0,2.0,0.0896667041125297,accumulated
heart,5.0,1.0,0.14599385857582092,marginal
heart,5.0,1.0,0.20374281704425812,conditional
heart,5.0,1.0,0.07919047885115466,accumulated
heart,6.0,3.0,0.04134069383144379,marginal
heart,6.0,3.0,0.04228988289833069,conditional
heart,6.0,3.0,0.031780146264228044,accumulated
heart,6.0,2.0,0.0960514172911644,marginal
heart,6.0,2.0,0.09778288006782532,conditional
heart,6.0,2.0,0.055775497661014514,accumulated
heart,6.0,1.0,0.1387646645307541,marginal
heart,6.0,1.0,0.18865114450454712,conditional
heart,6.0,1.0,0.07960949577812837,accumulated
heart,7.0,3.0,0.0044325836934149265,marginal
heart,7.0,3.0,0.005383267533034086,conditional
heart,7.0,3.0,0.013105752258821836,accumulated
heart,7.0,2.0,0.14692555367946625,marginal
heart,7.0,2.0,0.15489061176776886,conditional
heart,7.0,2.0,0.07190454987236557,accumulated
heart,7.0,1.0,0.09320998936891556,marginal
heart,7.0,1.0,0.15348008275032043,conditional
heart,7.0,1.0,0.10837380585998523,accumulated
heart,8.0,3.0,0.02443397417664528,marginal
heart,8.0,3.0,0.028678515926003456,conditional
heart,8.0,3.0,0.0217329572133625,accumulated
heart,8.0,2.0,0.06773092597723007,marginal
heart,8.0,2.0,0.10001473873853683,conditional
heart,8.0,2.0,0.0682374476505586,accumulated
heart,8.0,1.0,0.11701907217502594,marginal
heart,8.0,1.0,0.17206336557865143,conditional
heart,8.0,1.0,0.09122064201905133,accumulated
heart,9.0,3.0,0.006571174133569002,marginal
heart,9.0,3.0,0.009726385585963726,conditional
heart,9.0,3.0,0.014526247381409582,accumulated
heart,9.0,2.0,0.15969868004322052,marginal
heart,9.0,2.0,0.19389908015727997,conditional
heart,9.0,2.0,0.07830186016721193,accumulated
heart,9.0,1.0,0.16996653378009796,marginal
heart,9.0,1.0,0.22658316791057587,conditional
heart,9.0,1.0,0.08335554202086964,accumulated
heart,10.0,3.0,0.017742475494742393,marginal
heart,10.0,3.0,0.018511150032281876,conditional
heart,10.0,3.0,0.01655695355061906,accumulated
heart,10.0,2.0,0.11251122504472733,marginal
heart,10.0,2.0,0.11565317213535309,conditional
heart,10.0,2.0,0.07414560780784633,accumulated
heart,10.0,1.0,0.19825011491775513,marginal
heart,10.0,1.0,0.23801618814468384,conditional
heart,10.0,1.0,0.09021417034145754,accumulated
heart,11.0,3.0,0.031836822628974915,marginal
heart,11.0,3.0,0.034305281937122345,conditional
heart,11.0,3.0,0.023607152115706298,accumulated
heart,11.0,2.0,0.12247119843959808,marginal
heart,11.0,2.0,0.15540777146816254,conditional
heart,11.0,2.0,0.04663012596804812,accumulated
heart,11.0,1.0,0.13075488805770874,marginal
heart,11.0,1.0,0.15138761699199677,conditional
heart,11.0,1.0,0.05981070989432201,accumulated
heart,12.0,3.0,0.027826577425003052,marginal
heart,12.0,3.0,0.03208097815513611,conditional
heart,12.0,3.0,0.018037762411557,accumulated
heart,12.0,2.0,0.18028537929058075,marginal
heart,12.0,2.0,0.2231493592262268,conditional
heart,12.0,2.0,0.08436317046162699,accumulated
heart,12.0,1.0,0.18480904400348663,marginal
heart,12.0,1.0,0.22663474082946777,conditional
heart,12.0,1.0,0.0917915780177408,accumulated
heart,13.0,3.0,0.06050096079707146,marginal
heart,13.0,3.0,0.0717758908867836,conditional
heart,13.0,3.0,0.04614790376068007,accumulated
heart,13.0,2.0,0.0617092065513134,marginal
heart,13.0,2.0,0.10041764378547668,conditional
heart,13.0,2.0,0.04368703439991868,accumulated
heart,13.0,1.0,0.1306653469800949,marginal
heart,13.0,1.0,0.17802880704402924,conditional
heart,13.0,1.0,0.09259082380444392,accumulated
heart,14.0,3.0,0.028898468241095543,marginal
heart,14.0,3.0,0.032812245190143585,conditional
heart,14.0,3.0,0.02752578317245739,accumulated
heart,14.0,2.0,0.17716673016548157,marginal
heart,14.0,2.0,0.21791303157806396,conditional
heart,14.0,2.0,0.0806359449954974,accumulated
heart,14.0,1.0,0.14502808451652527,marginal
heart,14.0,1.0,0.17563766241073608,conditional
heart,14.0,1.0,0.09113962403559468,accumulated
heart,15.0,3.0,0.041818782687187195,marginal
heart,15.0,3.0,0.043326929211616516,conditional
heart,15.0,3.0,0.02795626205884448,accumulated
heart,15.0,2.0,0.19162219762802124,marginal
heart,15.0,2.0,0.23569631576538086,conditional
heart,15.0,2.0,0.08514459430586013,accumulated
heart,15.0,1.0,0.1980411857366562,marginal
heart,15.0,1.0,0.2379644215106964,conditional
heart,15.0,1.0,0.09021386765554228,accumulated
heart,16.0,3.0,0.06530287861824036,marginal
heart,16.0,3.0,0.06716363877058029,conditional
heart,16.0,3.0,0.045146711039380207,accumulated
heart,16.0,2.0,0.16031301021575928,marginal
heart,16.0,2.0,0.18794530630111694,conditional
heart,16.0,2.0,0.07004009941745443,accumulated
heart,16.0,1.0,0.19250382483005524,marginal
heart,16.0,1.0,0.22983476519584656,conditional
heart,16.0,1.0,0.08916742891918039,accumulated
heart,17.0,3.0,0.03248157352209091,marginal
heart,17.0,3.0,0.03132911026477814,conditional
heart,17.0,3.0,0.02771147667634755,accumulated
heart,17.0,2.0,0.1580764651298523,marginal
heart,17.0,2.0,0.174687922000885,conditional
heart,17.0,2.0,0.06839925452341376,accumulated
heart,17.0,1.0,0.17835049331188202,marginal
heart,17.0,1.0,0.22069697082042694,conditional
heart,17.0,1.0,0.10695567551325166,accumulated
heart,18.0,3.0,0.005858020391315222,marginal
heart,18.0,3.0,0.009486429393291473,conditional
heart,18.0,3.0,0.008757876727194063,accumulated
heart,18.0,2.0,0.08753751218318939,marginal
heart,18.0,2.0,0.10898611694574356,conditional
heart,18.0,2.0,0.054982659137852566,accumulated
heart,18.0,1.0,0.1924160122871399,marginal
heart,18.0,1.0,0.23720704019069672,conditional
heart,18.0,1.0,0.08866484567926824,accumulated
heart,19.0,3.0,0.03636770322918892,marginal
heart,19.0,3.0,0.03853495046496391,conditional
heart,19.0,3.0,0.02402816374815367,accumulated
heart,19.0,2.0,0.17665238678455353,marginal
heart,19.0,2.0,0.1966281533241272,conditional
heart,19.0,2.0,0.07743194302904238,accumulated
heart,19.0,1.0,0.19846336543560028,marginal
heart,19.0,1.0,0.2380167692899704,conditional
heart,19.0,1.0,0.09021409175940541,accumulated
adult,0.0,3.0,0.04677034541964531,marginal
adult,0.0,3.0,0.04251008853316307,conditional
adult,0.0,3.0,0.03165782678413738,accumulated
adult,0.0,2.0,0.025903863832354546,marginal
adult,0.0,2.0,0.022578611969947815,conditional
adult,0.0,2.0,0.03688919606715558,accumulated
adult,0.0,1.0,0.2825373113155365,marginal
adult,0.0,1.0,0.26933160424232483,conditional
adult,0.0,1.0,0.1476662192096667,accumulated
adult,1.0,3.0,0.021547339856624603,marginal
adult,1.0,3.0,0.01884566992521286,conditional
adult,1.0,3.0,0.025251259772709297,accumulated
adult,1.0,2.0,0.05142248794436455,marginal
adult,1.0,2.0,0.04499759152531624,conditional
adult,1.0,2.0,0.05606142992191315,accumulated
adult,1.0,1.0,0.32633256912231445,marginal
adult,1.0,1.0,0.31179431080818176,conditional
adult,1.0,1.0,0.1492309550653565,accumulated
adult,2.0,3.0,0.0566394217312336,marginal
adult,2.0,3.0,0.05151614546775818,conditional
adult,2.0,3.0,0.0475452686949811,accumulated
adult,2.0,2.0,0.32789891958236694,marginal
adult,2.0,2.0,0.31745782494544983,conditional
adult,2.0,2.0,0.14646317156709251,accumulated
adult,2.0,1.0,0.3290117084980011,marginal
adult,2.0,1.0,0.3183844983577728,conditional
adult,2.0,1.0,0.14766215723342566,accumulated
adult,3.0,3.0,0.06584226340055466,marginal
adult,3.0,3.0,0.06333047151565552,conditional
adult,3.0,3.0,0.03709807910064832,accumulated
adult,3.0,2.0,0.12288949638605118,marginal
adult,3.0,2.0,0.1071413978934288,conditional
adult,3.0,2.0,0.09294220143259868,accumulated
adult,3.0,1.0,0.3272377550601959,marginal
adult,3.0,1.0,0.3169642984867096,conditional
adult,3.0,1.0,0.147669524870758,accumulated
adult,4.0,3.0,0.013695098459720612,marginal
adult,4.0,3.0,0.011524473316967487,conditional
adult,4.0,3.0,0.01491754963619326,accumulated
adult,4.0,2.0,0.22793948650360107,marginal
adult,4.0,2.0,0.21557767689228058,conditional
adult,4.0,2.0,0.09082934585855036,accumulated
adult,4.0,1.0,0.2943677008152008,marginal
adult,4.0,1.0,0.273158997297287,conditional
adult,4.0,1.0,0.10277655446783834,accumulated
adult,5.0,3.0,0.03990212827920914,marginal
adult,5.0,3.0,0.03537267819046974,conditional
adult,5.0,3.0,0.034835762672302116,accumulated
adult,5.0,2.0,0.2362690418958664,marginal
adult,5.0,2.0,0.22737538814544678,conditional
adult,5.0,2.0,0.1270528958088302,accumulated
adult,5.0,1.0,0.29315993189811707,marginal
adult,5.0,1.0,0.27945488691329956,conditional
adult,5.0,1.0,0.19840152848588366,accumulated
adult,6.0,3.0,0.039861034601926804,marginal
adult,6.0,3.0,0.03688628226518631,conditional
adult,6.0,3.0,0.03742825415125547,accumulated
adult,6.0,2.0,0.057296428829431534,marginal
adult,6.0,2.0,0.07499805092811584,conditional
adult,6.0,2.0,0.06312359200488736,accumulated
adult,6.0,1.0,0.3189338743686676,marginal
adult,6.0,1.0,0.30948713421821594,conditional
adult,6.0,1.0,0.14769919845459434,accumulated
adult,7.0,3.0,0.05836934223771095,marginal
adult,7.0,3.0,0.053500328212976456,conditional
adult,7.0,3.0,0.04992690124051824,accumulated
adult,7.0,2.0,0.04912331700325012,marginal
adult,7.0,2.0,0.04453650116920471,conditional
adult,7.0,2.0,0.04863507876207871,accumulated
adult,7.0,1.0,0.27365556359291077,marginal
adult,7.0,1.0,0.25256597995758057,conditional
adult,7.0,1.0,0.12573822157297854,accumulated
adult,8.0,3.0,0.06504499167203903,marginal
adult,8.0,3.0,0.060158997774124146,conditional
adult,8.0,3.0,0.057084386511623064,accumulated
adult,8.0,2.0,0.06392542272806168,marginal
adult,8.0,2.0,0.06675928831100464,conditional
adult,8.0,2.0,0.07242988291155854,accumulated
adult,8.0,1.0,0.3289855420589447,marginal
adult,8.0,1.0,0.31837835907936096,conditional
adult,8.0,1.0,0.14766215353854908,accumulated
adult,9.0,3.0,0.05553083494305611,marginal
adult,9.0,3.0,0.05208795890212059,conditional
adult,9.0,3.0,0.039218612514734776,accumulated
adult,9.0,2.0,0.1512494832277298,marginal
adult,9.0,2.0,0.13833452761173248,conditional
adult,9.0,2.0,0.07600132984403875,accumulated
adult,9.0,1.0,0.3008909225463867,marginal
adult,9.0,1.0,0.29751428961753845,conditional
adult,9.0,1.0,0.1458276726617022,accumulated
adult,10.0,3.0,0.004507926758378744,marginal
adult,10.0,3.0,0.004747708328068256,conditional
adult,10.0,3.0,0.008276794141332856,accumulated
adult,10.0,2.0,0.2787095308303833,marginal
adult,10.0,2.0,0.2822297215461731,conditional
adult,10.0,2.0,0.10106481448488479,accumulated
adult,10.0,1.0,0.2792106568813324,marginal
adult,10.0,1.0,0.268534392118454,conditional
adult,10.0,1.0,0.14754799037955615,accumulated
adult,11.0,3.0,0.03851189836859703,marginal
adult,11.0,3.0,0.03459175303578377,conditional
adult,11.0,3.0,0.033173304062671806,accumulated
adult,11.0,2.0,0.19600290060043335,marginal
adult,11.0,2.0,0.18220318853855133,conditional
adult,11.0,2.0,0.1258161153679748,accumulated
adult,11.0,1.0,0.32901084423065186,marginal
adult,11.0,1.0,0.3183843195438385,conditional
adult,11.0,1.0,0.14766230317500992,accumulated
adult,12.0,3.0,0.02993825078010559,marginal
adult,12.0,3.0,0.03092125989496708,conditional
adult,12.0,3.0,0.04101954802816832,accumulated
adult,12.0,2.0,0.31875815987586975,marginal
adult,12.0,2.0,0.3085896670818329,conditional
adult,12.0,2.0,0.13203410750089933,accumulated
adult,12.0,1.0,0.3289860188961029,marginal
adult,12.0,1.0,0.31836917996406555,conditional
adult,12.0,1.0,0.14766215872878288,accumulated
adult,13.0,3.0,0.03042025864124298,marginal
adult,13.0,3.0,0.02713092416524887,conditional
adult,13.0,3.0,0.030003694647337806,accumulated
adult,13.0,2.0,0.03287544474005699,marginal
adult,13.0,2.0,0.039835307747125626,conditional
adult,13.0,2.0,0.10659373510283582,accumulated
adult,13.0,1.0,0.2905648648738861,marginal
adult,13.0,1.0,0.2780044972896576,conditional
adult,13.0,1.0,0.14733036618316994,accumulated
adult,14.0,3.0,0.10151378065347672,marginal
adult,14.0,3.0,0.09880057722330093,conditional
adult,14.0,3.0,0.04451742896484703,accumulated
adult,14.0,2.0,0.1058630421757698,marginal
adult,14.0,2.0,0.09705428034067154,conditional
adult,14.0,2.0,0.07748650098017461,accumulated
adult,14.0,1.0,0.3085958659648895,marginal
adult,14.0,1.0,0.2940405607223511,conditional
adult,14.0,1.0,0.14774760412072788,accumulated
adult,15.0,3.0,0.048618365079164505,marginal
adult,15.0,3.0,0.04142275080084801,conditional
adult,15.0,3.0,0.04242958884886231,accumulated
adult,15.0,2.0,0.05383265018463135,marginal
adult,15.0,2.0,0.04610385000705719,conditional
adult,15.0,2.0,0.054003224334651045,accumulated
adult,15.0,1.0,0.32900187373161316,marginal
adult,15.0,1.0,0.31838417053222656,conditional
adult,15.0,1.0,0.14766215742490477,accumulated
adult,16.0,3.0,0.029760465025901794,marginal
adult,16.0,3.0,0.027379140257835388,conditional
adult,16.0,3.0,0.017810557803435868,accumulated
adult,16.0,2.0,0.1270337551832199,marginal
adult,16.0,2.0,0.1216423436999321,conditional
adult,16.0,2.0,0.04883623126026332,accumulated
adult,16.0,1.0,0.3158400356769562,marginal
adult,16.0,1.0,0.3067997694015503,conditional
adult,16.0,1.0,0.14747725783937674,accumulated
adult,17.0,3.0,0.05567577853798866,marginal
adult,17.0,3.0,0.04793134704232216,conditional
adult,17.0,3.0,0.04974895313073874,accumulated
adult,17.0,2.0,0.10144573450088501,marginal
adult,17.0,2.0,0.08485715836286545,conditional
adult,17.0,2.0,0.07593205197997126,accumulated
adult,17.0,1.0,0.3288528323173523,marginal
adult,17.0,1.0,0.31830546259880066,conditional
adult,17.0,1.0,0.14766215723152412,accumulated
adult,18.0,3.0,0.06936051696538925,marginal
adult,18.0,3.0,0.06116591766476631,conditional
adult,18.0,3.0,0.05817563020199121,accumulated
adult,18.0,2.0,0.04950717091560364,marginal
adult,18.0,2.0,0.05728844925761223,conditional
adult,18.0,2.0,0.06389720222400762,accumulated
adult,18.0,1.0,0.2327987551689148,marginal
adult,18.0,1.0,0.2238660603761673,conditional
adult,18.0,1.0,0.32023132171161517,accumulated
adult,19.0,3.0,0.01642274297773838,marginal
adult,19.0,3.0,0.01673164963722229,conditional
adult,19.0,3.0,0.016421759999427132,accumulated
adult,19.0,2.0,0.19139765202999115,marginal
adult,19.0,2.0,0.1777026206254959,conditional
adult,19.0,2.0,0.1363305324940998,accumulated
adult,19.0,1.0,0.29688289761543274,marginal
adult,19.0,1.0,0.2877887785434723,conditional
adult,19.0,1.0,0.14754622957250257,accumulated
german,0.0,3.0,0.012409581802785397,marginal
german,0.0,3.0,0.02383781038224697,conditional
german,0.0,3.0,0.0027334373322154544,accumulated
german,0.0,2.0,0.5706161856651306,marginal
german,0.0,2.0,0.534902036190033,conditional
german,0.0,2.0,0.013479204618991469,accumulated
german,0.0,1.0,0.1662539839744568,marginal
german,0.0,1.0,0.1921929121017456,conditional
german,0.0,1.0,0.02352483694353139,accumulated
german,1.0,3.0,0.13370610773563385,marginal
german,1.0,3.0,0.12906800210475922,conditional
german,1.0,3.0,0.004469265675212646,accumulated
german,1.0,2.0,0.09664488583803177,marginal
german,1.0,2.0,0.1052822396159172,conditional
german,1.0,2.0,0.014148688022350865,accumulated
german,1.0,1.0,0.2507900893688202,marginal
german,1.0,1.0,0.28756624460220337,conditional
german,1.0,1.0,0.013217943646244087,accumulated
german,2.0,3.0,0.01784989982843399,marginal
german,2.0,3.0,0.022636642679572105,conditional
german,2.0,3.0,0.003320235772584258,accumulated
german,2.0,2.0,0.03575995936989784,marginal
german,2.0,2.0,0.0731300637125969,conditional
german,2.0,2.0,0.013979228284918266,accumulated
german,2.0,1.0,0.10919178277254105,marginal
german,2.0,1.0,0.1451534628868103,conditional
german,2.0,1.0,0.01938163107160505,accumulated
german,3.0,3.0,0.036410581320524216,marginal
german,3.0,3.0,0.03564580902457237,conditional
german,3.0,3.0,0.0009618580941740353,accumulated
german,3.0,2.0,0.1617603302001953,marginal
german,3.0,2.0,0.18509793281555176,conditional
german,3.0,2.0,0.0103699789827133,accumulated
german,3.0,1.0,0.21018697321414948,marginal
german,3.0,1.0,0.22415007650852203,conditional
german,3.0,1.0,0.0170526773637275,accumulated
german,4.0,3.0,0.007465056609362364,marginal
german,4.0,3.0,0.016744384542107582,conditional
german,4.0,3.0,0.004594141840655301,accumulated
german,4.0,2.0,0.3531980812549591,marginal
german,4.0,2.0,0.34295985102653503,conditional
german,4.0,2.0,0.016645549806514878,accumulated
german,4.0,1.0,0.04756643995642662,marginal
german,4.0,1.0,0.12515099346637726,conditional
german,4.0,1.0,0.013624308208366293,accumulated
german,5.0,3.0,0.011653788387775421,marginal
german,5.0,3.0,0.01851469837129116,conditional
german,5.0,3.0,0.0030308806883202824,accumulated
german,5.0,2.0,0.13199882209300995,marginal
german,5.0,2.0,0.1566952019929886,conditional
german,5.0,2.0,0.01564063407487722,accumulated
german,5.0,1.0,0.23340602219104767,marginal
german,5.0,1.0,0.24141699075698853,conditional
german,5.0,1.0,0.01779870451620891,accumulated
german,6.0,3.0,0.2599063217639923,marginal
german,6.0,3.0,0.24728046357631683,conditional
german,6.0,3.0,0.008178393374078134,accumulated
german,6.0,2.0,0.5246949195861816,marginal
german,6.0,2.0,0.5435104370117188,conditional
german,6.0,2.0,0.032666403629129356,accumulated
german,6.0,1.0,0.12237415462732315,marginal
german,6.0,1.0,0.16617220640182495,conditional
german,6.0,1.0,0.04685560325749014,accumulated
german,7.0,3.0,0.07598889619112015,marginal
german,7.0,3.0,0.0728660449385643,conditional
german,7.0,3.0,0.0027972577167499142,accumulated
german,7.0,2.0,0.582012414932251,marginal
german,7.0,2.0,0.5831448435783386,conditional
german,7.0,2.0,0.02210371136476373,accumulated
german,7.0,1.0,0.565794050693512,marginal
german,7.0,1.0,0.5471994280815125,conditional
german,7.0,1.0,0.016186131567868658,accumulated
german,8.0,3.0,0.10879138857126236,marginal
german,8.0,3.0,0.11366289108991623,conditional
german,8.0,3.0,0.003948758272972067,accumulated
german,8.0,2.0,0.21819420158863068,marginal
german,8.0,2.0,0.22321034967899323,conditional
german,8.0,2.0,0.013731863290471184,accumulated
german,8.0,1.0,0.21962344646453857,marginal
german,8.0,1.0,0.23247064650058746,conditional
german,8.0,1.0,0.01957128683183355,accumulated
german,9.0,3.0,0.19690798223018646,marginal
german,9.0,3.0,0.20548230409622192,conditional
german,9.0,3.0,0.01166633293893829,accumulated
german,9.0,2.0,0.18890424072742462,marginal
german,9.0,2.0,0.196772500872612,conditional
german,9.0,2.0,0.02135108297415343,accumulated
german,9.0,1.0,0.23340611159801483,marginal
german,9.0,1.0,0.24141700565814972,conditional
german,9.0,1.0,0.017798703877355163,accumulated
german,10.0,3.0,0.0699135884642601,marginal
german,10.0,3.0,0.07721146941184998,conditional
german,10.0,3.0,0.0025718898913708564,accumulated
german,10.0,2.0,0.05523759499192238,marginal
german,10.0,2.0,0.06964579969644547,conditional
german,10.0,2.0,0.009781888004366275,accumulated
german,10.0,1.0,0.1801290065050125,marginal
german,10.0,1.0,0.20899878442287445,conditional
german,10.0,1.0,0.017964580350163763,accumulated
german,11.0,3.0,0.050251808017492294,marginal
german,11.0,3.0,0.05061306431889534,conditional
german,11.0,3.0,0.003051369674856822,accumulated
german,11.0,2.0,0.1059756651520729,marginal
german,11.0,2.0,0.12507101893424988,conditional
german,11.0,2.0,0.014579703656198977,accumulated
german,11.0,1.0,0.19655662775039673,marginal
german,11.0,1.0,0.20920859277248383,conditional
german,11.0,1.0,0.015985970524145767,accumulated
german,12.0,3.0,0.033428583294153214,marginal
german,12.0,3.0,0.03227584436535835,conditional
german,12.0,3.0,0.002891918455411112,accumulated
german,12.0,2.0,0.7276726365089417,marginal
german,12.0,2.0,0.7247104644775391,conditional
german,12.0,2.0,0.012533691447834594,accumulated
german,12.0,1.0,0.7650289535522461,marginal
german,12.0,1.0,0.7579295039176941,conditional
german,12.0,1.0,0.017798390845254534,accumulated
german,13.0,3.0,0.1603238731622696,marginal
german,13.0,3.0,0.1504497230052948,conditional
german,13.0,3.0,0.0017979967771320786,accumulated
german,13.0,2.0,0.1262907087802887,marginal
german,13.0,2.0,0.1402270346879959,conditional
german,13.0,2.0,0.01673421203603737,accumulated
german,13.0,1.0,0.05607980489730835,marginal
german,13.0,1.0,0.10452002286911011,conditional
german,13.0,1.0,0.026567493888160664,accumulated
german,14.0,3.0,0.09546694159507751,marginal
german,14.0,3.0,0.09500067681074142,conditional
german,14.0,3.0,0.0039060111472148406,accumulated
german,14.0,2.0,0.034329839050769806,marginal
german,14.0,2.0,0.07870034128427505,conditional
german,14.0,2.0,0.026891882072443057,accumulated
german,14.0,1.0,0.22843019664287567,marginal
german,14.0,1.0,0.23525233566761017,conditional
german,14.0,1.0,0.01779870426626342,accumulated
german,15.0,3.0,0.10147520899772644,marginal
german,15.0,3.0,0.10055357217788696,conditional
german,15.0,3.0,0.005108545241268292,accumulated
german,15.0,2.0,0.5046427845954895,marginal
german,15.0,2.0,0.5128762125968933,conditional
german,15.0,2.0,0.01013665287931181,accumulated
german,15.0,1.0,0.7356160283088684,marginal
german,15.0,1.0,0.7129632830619812,conditional
german,15.0,1.0,0.012625078259231476,accumulated
german,16.0,3.0,0.003833688097074628,marginal
german,16.0,3.0,0.014245663769543171,conditional
german,16.0,3.0,0.0035618841959482103,accumulated
german,16.0,2.0,0.1684730052947998,marginal
german,16.0,2.0,0.17817163467407227,conditional
german,16.0,2.0,0.015774120840021465,accumulated
german,16.0,1.0,0.08693438023328781,marginal
german,16.0,1.0,0.13582472503185272,conditional
german,16.0,1.0,0.03194362846708658,accumulated
german,17.0,3.0,0.061555612832307816,marginal
german,17.0,3.0,0.06490834802389145,conditional
german,17.0,3.0,0.004039926198166537,accumulated
german,17.0,2.0,0.06431328505277634,marginal
german,17.0,2.0,0.0806112065911293,conditional
german,17.0,2.0,0.012175325507868102,accumulated
german,17.0,1.0,0.07078184187412262,marginal
german,17.0,1.0,0.10751593112945557,conditional
german,17.0,1.0,0.03033788366951509,accumulated
german,18.0,3.0,0.08970456570386887,marginal
german,18.0,3.0,0.08852680772542953,conditional
german,18.0,3.0,0.003416961179457985,accumulated
german,18.0,2.0,0.4326592683792114,marginal
german,18.0,2.0,0.4262433350086212,conditional
german,18.0,2.0,0.0073406983851951,accumulated
german,18.0,1.0,0.6344394087791443,marginal
german,18.0,1.0,0.6259044408798218,conditional
german,18.0,1.0,0.014017586101749432,accumulated
german,19.0,3.0,0.011523236520588398,marginal
german,19.0,3.0,0.013819307088851929,conditional
german,19.0,3.0,0.00183071387331896,accumulated
german,19.0,2.0,0.04032205045223236,marginal
german,19.0,2.0,0.06425309926271439,conditional
german,19.0,2.0,0.004735572726964998,accumulated
german,19.0,1.0,0.15435317158699036,marginal
german,19.0,1.0,0.19330881536006927,conditional
german,19.0,1.0,0.01811013424324849,accumulated
