s,xs,dtv,dfe,label
most important,q_0.5,0.881012658227848,0.005300402641296387,random:marginal
most important,q_0.5,0.7147887323943664,0.0095691978931427,random:conditional
most important,q_0.5,0.21974683544303802,0.04311773180961609,adversarial:marginal
most important,q_0.5,0.2992957746478873,0.06752189993858337,adversarial:conditional
most important,q_0.5,0.2445569620253165,0.04299604892730713,adversarial:marginal
most important,q_0.5,0.3380281690140845,0.06811454892158508,adversarial:conditional
most important,q_0.5,0.22632911392405067,0.04537856578826904,adversarial:marginal
most important,q_0.5,0.30985915492957744,0.06694284081459045,adversarial:conditional
most important,q_0.5,0.23544303797468358,0.0448097288608551,adversarial:marginal
most important,q_0.5,0.3274647887323944,0.0678606927394867,adversarial:conditional
most important,q_0.5,0.22227848101265826,0.04347535967826843,adversarial:marginal
most important,q_0.5,0.3028169014084507,0.06810274720191956,adversarial:conditional
most important,q_0.5,0.41367088607594943,0.08777007460594177,adversarial:marginal
most important,q_0.5,0.278169014084507,0.16160273551940918,adversarial:conditional
most important,q_0.5,0.41012658227848103,0.0862610936164856,adversarial:marginal
most important,q_0.5,0.35915492957746475,0.15907809138298035,adversarial:conditional
most important,q_0.5,0.43189873417721525,0.08938610553741455,adversarial:marginal
most important,q_0.5,0.5387323943661972,0.15783637762069702,adversarial:conditional
most important,q_0.5,0.42227848101265825,0.08729550242424011,adversarial:marginal
most important,q_0.5,0.5457746478873239,0.1596096158027649,adversarial:conditional
most important,q_0.5,0.40759493670886077,0.0866747796535492,adversarial:marginal
most important,q_0.5,0.3697183098591549,0.15432798862457275,adversarial:conditional
most important,q_0.5,0.519493670886076,0.15678542852401733,adversarial:marginal
most important,q_0.5,0.6725352112676057,0.2548605799674988,adversarial:conditional
most important,q_0.5,0.5129113924050632,0.15563955903053284,adversarial:marginal
most important,q_0.5,0.6056338028169015,0.2564098834991455,adversarial:conditional
most important,q_0.5,0.5245569620253165,0.15509533882141113,adversarial:marginal
most important,q_0.5,0.6514084507042254,0.2569735646247864,adversarial:conditional
most important,q_0.5,0.520506329113924,0.15532374382019043,adversarial:marginal
most important,q_0.5,0.630281690140845,0.25679510831832886,adversarial:conditional
most important,q_0.5,0.5048101265822784,0.15222123265266418,adversarial:marginal
most important,q_0.5,0.6161971830985915,0.2613065838813782,adversarial:conditional
most important,q_0.5,0.7265822784810126,0.31515979766845703,adversarial:marginal
most important,q_0.5,0.7746478873239437,0.42009827494621277,adversarial:conditional
most important,q_0.5,0.7139240506329114,0.31815871596336365,adversarial:marginal
most important,q_0.5,0.7429577464788732,0.4113793969154358,adversarial:conditional
most important,q_0.5,0.7174683544303797,0.31320279836654663,adversarial:marginal
most important,q_0.5,0.8274647887323943,0.4285096526145935,adversarial:conditional
most important,q_0.5,0.7179746835443038,0.3186402916908264,adversarial:marginal
most important,q_0.5,0.7640845070422535,0.4182789623737335,adversarial:conditional
most important,q_0.5,0.7159493670886077,0.31412574648857117,adversarial:marginal
most important,q_0.5,0.7288732394366197,0.4126739203929901,adversarial:conditional
most important,q_0.5,0.7751898734177216,0.362024188041687,adversarial:marginal
most important,q_0.5,0.8028169014084506,0.4375685453414917,adversarial:conditional
most important,q_0.5,0.7640506329113925,0.36949044466018677,adversarial:marginal
most important,q_0.5,0.7852112676056338,0.43321654200553894,adversarial:conditional
most important,q_0.5,0.7797468354430379,0.3684885799884796,adversarial:marginal
most important,q_0.5,0.8591549295774648,0.43965497612953186,adversarial:conditional
most important,q_0.5,0.7868354430379747,0.36560800671577454,adversarial:marginal
most important,q_0.5,0.795774647887324,0.4379682242870331,adversarial:conditional
most important,q_0.5,0.7675949367088608,0.3629201054573059,adversarial:marginal
most important,q_0.5,0.8098591549295775,0.4384213089942932,adversarial:conditional
most important,q_0.8,0.10025316455696201,0.20046324536770202,theoretical:marginal
most important,q_0.8,0.09302325581395349,0.18600653493127156,theoretical:conditional
most important,q_0.8,0.10025316455696201,0.0006288290023803711,random:marginal
most important,q_0.8,0.09302325581395349,0.00023449212312698364,random:conditional
most important,q_0.8,0.12303797468354431,0.24602307386036162,theoretical:marginal
most important,q_0.8,0.1511627906976744,0.30226061926331627,theoretical:conditional
most important,q_0.8,0.12303797468354431,0.0001646578311920166,random:marginal
most important,q_0.8,0.1511627906976744,0.002623222768306732,random:conditional
most important,q_0.8,0.13670886075949368,0.27335897095595735,theoretical:marginal
most important,q_0.8,0.19186046511627908,0.38363847829574765,theoretical:conditional
most important,q_0.8,0.13670886075949368,0.00014609098434448242,random:marginal
most important,q_0.8,0.19186046511627908,0.003954164683818817,random:conditional
most important,q_0.8,0.15594936708860757,0.31183171501642537,theoretical:marginal
most important,q_0.8,0.19186046511627908,0.38363847829574765,theoretical:conditional
most important,q_0.8,0.15594936708860757,0.0005030930042266846,random:marginal
most important,q_0.8,0.19186046511627908,0.004352346062660217,random:conditional
most important,q_0.8,0.2617721518987342,0.5234318073489999,theoretical:marginal
most important,q_0.8,0.16860465116279072,0.33713684456292975,theoretical:conditional
most important,q_0.8,0.2617721518987342,0.00010755658149719238,random:marginal
most important,q_0.8,0.16860465116279072,0.004404798150062561,random:conditional
most important,q_0.8,0.46126582278481015,0.9223334168180636,theoretical:marginal
most important,q_0.8,0.2965116279069767,0.5928958300934281,theoretical:conditional
most important,q_0.8,0.46126582278481015,0.0034830868244171143,random:marginal
most important,q_0.8,0.2965116279069767,0.007425807416439056,random:conditional
most important,q_0.8,0.47493670886075956,0.9496693139136594,theoretical:marginal
most important,q_0.8,0.2441860465116279,0.4882671541945879,theoretical:conditional
most important,q_0.8,0.47493670886075956,0.0018752217292785645,random:marginal
most important,q_0.8,0.2441860465116279,0.02002914994955063,random:conditional
most important,q_0.8,0.5508860759493671,1.101535408889191,theoretical:marginal
most important,q_0.8,0.34302325581395343,0.6858990975590639,theoretical:conditional
most important,q_0.8,0.5508860759493671,0.004683494567871094,random:marginal
most important,q_0.8,0.34302325581395343,0.029819272458553314,random:conditional
most important,q_0.8,0.49620253164556966,0.9921918205068082,theoretical:marginal
most important,q_0.8,0.3604651162790698,0.7207753228586774,theoretical:conditional
most important,q_0.8,0.49620253164556966,0.0067092180252075195,random:marginal
most important,q_0.8,0.3604651162790698,0.03112109750509262,random:conditional
most important,q_0.8,0.5362025316455696,1.072174630527255,theoretical:marginal
most important,q_0.8,0.40116279069767447,0.8021531818911087,theoretical:conditional
most important,q_0.8,0.5362025316455696,0.006438195705413818,random:marginal
most important,q_0.8,0.40116279069767447,0.033060140907764435,random:conditional
most important,q_0.8,0.6339240506329115,1.267575672729106,theoretical:marginal
most important,q_0.8,0.5930232558139535,1.1857916601868563,theoretical:conditional
most important,q_0.8,0.6339240506329115,0.01414334774017334,random:marginal
most important,q_0.8,0.5930232558139535,0.050021640956401825,random:conditional
most important,q_0.8,0.7174683544303797,1.4346283772021908,theoretical:marginal
most important,q_0.8,0.6686046511627908,1.3369219698185146,theoretical:conditional
most important,q_0.8,0.7174683544303797,0.016061007976531982,random:marginal
most important,q_0.8,0.6686046511627908,0.07013458758592606,random:conditional
